"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferName","SiteType","AquiferType","QwSysName","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","QwWellChars","QwWellCharsDesc","QwWellType","QwWellTypeDesc","QwWellPurpose","QwWellPurposeDesc","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","Link","SiteId"
"USGS","394528075004301","U.S. Geological Survey","070841-- Nu06","39.75752777777780266887930338","-75.01097222222219329523795750","NAD83","North American Datum of 1983","5","175","1","Feet","NGVD29","M","5.0","54","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394528075004301","USGS-394528075004301"
"USGS","392824074272801","U.S. Geological Survey","011269-- Suscp08","39.47327777777780255519246566","-74.45705555555559840286150575","NAD83","North American Datum of 1983","5","45","1","Feet","NGVD29","M","2.5","70","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","001","Atlantic County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/392824074272801","USGS-392824074272801"
"USGS","394657074554501","U.S. Geological Survey","070857-- Nu26","39.78241666666669829055535956","-74.93183333333330153891438385","NAD83","North American Datum of 1983","5","155","1","Feet","NGVD29","M","5.0","20","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394657074554501","USGS-394657074554501"
"USGS","394428075044601","U.S. Geological Survey","151211-- Nu03","39.74122222222219846798907383","-75.07891666666670005270134425","NAD83","North American Datum of 1983","5","147","1","Feet","NGVD29","M","5.0","32","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394428075044601","USGS-394428075044601"
"USGS","394838074533601","U.S. Geological Survey","051421-- Suscp19 Dom","39.81108333333330051573284436","-74.89261111111109414650854887","NAD83","North American Datum of 1983","5","126","1","Feet","NGVD29","M","5.0","70","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394838074533601","USGS-394838074533601"
"USGS","393946074582901","U.S. Geological Survey","151218-- Nu10","39.66355555555559675440235878","-74.97455555555559669755893992","NAD83","North American Datum of 1983","5","130","1","Feet","NGVD29","M","5.0","17","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393946074582901","USGS-393946074582901"
"USGS","392920075011901","U.S. Geological Survey","110931-- Ou02","39.48883333333329659353694296","-75.02130555555559965341672068","NAD83","North American Datum of 1983","5","114","1","Feet","NGVD29","M","5.0","51","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","011","Cumberland County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/392920075011901","USGS-392920075011901"
"USGS","400122074113801","U.S. Geological Survey","291277-- Suscp25 Dom","40.02280555555559971026013955","-74.19350000000000022737367544","NAD83","North American Datum of1983","5","70","1","Feet","NGVD29","M","2.5","175","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","029","Ocean County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/400122074113801","USGS-400122074113801"
"USGS","401229074290001","U.S. Geological Survey","250800-- MW72","40.20816658401619747564836871","-74.48292982853679689014825271","NAD27","North American Datum of 1927","S","152","1","Feet","NGVD29","M","5.0","18.5","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","025","Monmouth County","Mount Laurel Sand-Wenonah Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","1","Yes","1","Yes","https://waterdata.usgs.gov/monitoring-location/401229074290001","USGS-401229074290001"
"USGS","394348074595301","U.S. Geological Survey","070844-- Nu13","39.72963888888889982808905188","-74.99713888888889812278648606","NAD83","North American Datum of 1983","5","160","1","Feet","NGVD29","M","5.0","34","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394348074595301","USGS-394348074595301"
"USGS","394934074550801","U.S. Geological Survey","070862-- Nu27","39.82833333333329761671848246","-74.91911111111110699312121142","NAD83","North American Datum of 1983","5","115","1","Feet","NGVD29","M","5.0","14","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394934074550801","USGS-394934074550801"
"USGS","394606074591801","U.S. Geological Survey","070837-- Nu07","39.76813888888889891859435011","-74.98838888888890608086512657","NAD83","North American Datum of 1983","5","170","1","Feet","NGVD29","M","5.0","34","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394606074591801","USGS-394606074591801"
"USGS","394457075040001","U.S. Geological Survey","151212-- Nu04","39.74944444444439994867934729","-75.06674999999999897681846051","NAD83","North American Datum of 1983","5","120","1","Feet","NGVD29","M","5.0","22","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394457075040001","USGS-394457075040001"
"USGS","394034074482001","U.S. Geological Survey","070966-- Suscp02 Dom","39.67672222222220312914942042","-74.80522222222219852483249269","NAD83","North American Datum of 1983","5","82","1","Feet","NGVD29","M","5.0","105","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394034074482001","USGS-394034074482001"
"USGS","394233074574401","U.S. Geological Survey","070843-- Nu16","39.70900000000000318323145621","-74.96177777777779738244134933","NAD83","North American Datum of 1983","5","125","1","Feet","NGVD29","M","5.0","22","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394233074574401","USGS-394233074574401"
"USGS","395116074562901","U.S. Geological Survey","070864-- Nu21","39.85483333333330335790378740","-74.94163888888890312500734581","NAD83","North American Datum of 1983","5","175","1","Feet","NGVD29","M","5.0","71","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/395116074562901","USGS-395116074562901"
"USGS","395007074562501","U.S. Geological Survey","070839-- Nu14","39.83547222222220085541266599","-74.94005555555560249558766373","NAD83","North American Datum of 1983","5","139","1","Feet","NGVD29","M","5.0","44","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/395007074562501","USGS-395007074562501"
"USGS","395522074502701","U.S. Geological Survey","051958-- MW13R","39.92277777777780300993981655","-74.84083333333329335346206790","NAD83","North American Datum of 1983","S","71","1","Feet","NAVD88","N","1.6","29.5","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Mount Laurel Sand-Wenonah Formation","WELL","UNCONFINED","","1","Yes","0","No","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/395522074502701","USGS-395522074502701"
"USGS","400638074403701","U.S. Geological Survey","051886-- MW108R","40.11055555555559948288646410","-74.67694444444440193819900742","NAD83","North American Datum of 1983","S","72","1","Feet","NAVD88","N","4.3","32.89999999999999857891452848","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Englishtown Formation","WELL","UNCONFINED","","1","Yes","0","No","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/400638074403701","USGS-400638074403701"
"USGS","400956074303901","U.S. Geological Survey","251208-- MW1R","40.16556944444440091501746792","-74.51071944444440475763258291","NAD83","North American Datum of 1983","1","106","1","Feet","NAVD88","N","1.6","55","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","025","Monmouth County","Mount Laurel Sand-Wenonah Formation","WELL","UNCONFINED","","1","Yes","0","No","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/400956074303901","USGS-400956074303901"
"USGS","394644074585401","U.S. Geological Survey","071256-- MW18B","39.77887499999999931787897367","-74.98175000000000522959453519","NAD83","North American Datum of 1983","H","150","1","Feet","NGVD29","M","5.0","18.5","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394644074585401","USGS-394644074585401"
"USGS","394604075003601","U.S. Geological Survey","070836-- Nu11","39.76791666666670010954476311","-75.00930555555559919866936980","NAD83","North American Datum of 1983","5","165","1","Feet","NGVD29","M","5.0","37","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","007","Camden County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394604075003601","USGS-394604075003601"
"USGS","400346074081701","U.S. Geological Survey","291417-- MW64","40.06289390944240125236319727","-74.13764006432569431126466952","NAD27","North American Datum of 1927","S","13","1","Feet","NGVD29","M","2.5","18.5","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","029","Ocean County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/400346074081701","USGS-400346074081701"
"USGS","400052074191201","U.S. Geological Survey","291420-- MW66","40.01469444444440171082533197","-74.31952777777779317602835363","NAD83","North American Datum of 1983","S","70","1","Feet","NAVD88","N","1.6","25","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","029","Ocean County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/400052074191201","USGS-400052074191201"
"USGS","393744074244101","U.S. Geological Survey","051497-- BassRiv Sf MW50","39.62900736240430177304006065","-74.41098121309299529002601048","NAD27","North American Datum of 1927","S","42","1","Feet","NGVD29","M","5.0","13.83000000000000007105427358","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393744074244101","USGS-393744074244101"
"USGS","395855074470701","U.S. Geological Survey","051498-- Lumberton Plz MW8","39.98205670650249743403037428","-74.78488435475590279111202108","NAD27","North American Datum of 1927","S","54","1","Feet","NGVD29","M","5.0","26","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Marshalltown Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/395855074470701","USGS-395855074470701"
"USGS","395341074345101","U.S. Geological Survey","051502-- Lebanon St F MW15","39.89388888888890249972973834","-74.58116666666670369068015134","NAD83","North American Datum of 1983","5","134.5099999999999909050529823","1","Feet","NAVD88","N","5.0","39","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/395341074345101","USGS-395341074345101"
"USGS","393415074563601","U.S. Geological Survey","151207-- Ag01 MW59","39.57094444444449976572286687","-74.94308333333330551795370411","NAD83","North American Datum of 1983","5","120","1","Feet","NGVD29","M","5.0","24","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NJ WSC NWIS QWDATA DATABASE","1","Yes","0","No","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393415074563601","USGS-393415074563601"
"USGS","394342075040301","U.S. Geological Survey","151210-- Nu02 MW23","39.72849999999999681676854379","-75.06683333333330665482208133","NAD83","North American Datum of 1983","5","142","1","Feet","NGVD29","M","5.0","19.5","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394342075040301","USGS-394342075040301"
"USGS","394446075031001","U.S. Geological Survey","151258-- Nu29 MW19","39.74524999999999863575794734","-75.05205555555559726599312853","NAD83","North American Datum of 1983","5","120","1","Feet","NGVD29","M","5.0","19","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjlusrc1 Network","1","Yes","1","Yes","3","Known Changes","3","Special","1","Dedicated Monitoring/Observation","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394446075031001","USGS-394446075031001"
"USGS","394939074414701","U.S. Geological Survey","051420-- Suscp11 Dom","39.82761111111110352567266091","-74.69505555555559794811415486","NAD83","North American Datum of 1983","5","95","1","Feet","NGVD29","M","5.0","102","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394939074414701","USGS-394939074414701"
"USGS","395618074223501","U.S. Geological Survey","291276-- Suscp13 Dom","39.93869444444440119923456223","-74.37544444444439761809917400","NAD83","North American Datum of 1983","5","165","1","Feet","NGVD29","M","5.0","118","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","029","Ocean County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/395618074223501","USGS-395618074223501"
"USGS","394918074442801","U.S. Geological Survey","051419-- Suscp01 Dom","39.82175000000000153477230924","-74.74075000000000557065504836","NAD83","North American Datum of 1983","5","92","1","Feet","NGVD29","M","5.0","70","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","005","Burlington County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/394918074442801","USGS-394918074442801"
"USGS","393035074533601","U.S. Geological Survey","011279-- Suscp27","39.51002777777780039514254895","-74.89333333333330244840908563","NAD83","North American Datum of 1983","5","92","1","Feet","NGVD29","M","5.0","110","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","001","Atlantic County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393035074533601","USGS-393035074533601"
"USGS","393050074412501","U.S. Geological Survey","011282-- Suscp22","39.51402777777779817824921338","-74.68997222222219534160103649","NAD83","North American Datum of 1983","5","60","1","Feet","NGVD29","M","5.0","104","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","001","Atlantic County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393050074412501","USGS-393050074412501"
"USGS","393053074344201","U.S. Geological Survey","011270-- Suscp12","39.51508333333330114101045183","-74.57686111111109994453727268","NAD83","North American Datum of 1983","5","55","1","Feet","NGVD29","M","5.0","80","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","001","Atlantic County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393053074344201","USGS-393053074344201"
"USGS","393807075030401","U.S. Geological Survey","151399-- Suscp16 Dom","39.63600000000000278532752418","-75.05088888888890608086512657","NAD83","North American Datum of 1983","5","125","1","Feet","NGVD29","M","5.0","100","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","015","Gloucester County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/393807075030401","USGS-393807075030401"
"USGS","392434074483001","U.S. Geological Survey","011280-- Suscp06","39.40991666666670312224596273","-74.80819444444439625385712134","NAD83","North American Datum of 1983","5","61","1","Feet","NGVD29","M","5.0","120","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","001","Atlantic County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/392434074483001","USGS-392434074483001"
"USGS","390805074500001","U.S. Geological Survey","090483-- Suscp07 Dom","39.13505555555560277980475803","-74.83311111111109426019538660","NAD83","North American Datum of 1983","5","15","1","Feet","NGVD29","M","2.5","100","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","009","Cape May County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/390805074500001","USGS-390805074500001"
"USGS","390643074522501","U.S. Geological Survey","090499-- Suscp23 Dom","39.11194444444439710650840425","-74.87365555555550145072629675","NAD83","North American Datum of 1983","5","10","1","Feet","NGVD29","M","5.0","38","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","34","New Jersey","009","Cape May County","Cohansey Sand-Kirkwood Formation","WELL","UNCONFINED","NAWQA linjsus2 Network","1","Yes","1","Yes","3","Known Changes","3","Special","2","Other","0","No","0","No","https://waterdata.usgs.gov/monitoring-location/390643074522501","USGS-390643074522501"
